"Date","Price","Open","High","Low","Change %"
"Jul 02, 2020","1.5244","1.5288","1.5358","1.5242","-0.27%"
"Jul 01, 2020","1.5287","1.5250","1.5311","1.5195","0.24%"
"Jun 30, 2020","1.5250","1.5354","1.5373","1.5240","-0.68%"
"Jun 29, 2020","1.5355","1.5364","1.5431","1.5334","-0.03%"
"Jun 26, 2020","1.5359","1.5295","1.5374","1.5288","0.41%"
"Jun 25, 2020","1.5297","1.5345","1.5358","1.5264","-0.32%"
"Jun 24, 2020","1.5346","1.5320","1.5352","1.5278","0.18%"
"Jun 23, 2020","1.5319","1.5225","1.5331","1.5217","0.61%"
"Jun 22, 2020","1.5226","1.5213","1.5258","1.5194","0.13%"
"Jun 19, 2020","1.5207","1.5241","1.5260","1.5149","-0.21%"
"Jun 18, 2020","1.5238","1.5256","1.5287","1.5205","-0.10%"
"Jun 17, 2020","1.5254","1.5256","1.5282","1.5191","-0.01%"
"Jun 16, 2020","1.5256","1.5365","1.5398","1.5215","-0.72%"
"Jun 15, 2020","1.5366","1.5277","1.5397","1.5273","0.49%"
"Jun 12, 2020","1.5292","1.5396","1.5421","1.5270","-0.68%"
"Jun 11, 2020","1.5396","1.5256","1.5451","1.5237","0.95%"
"Jun 10, 2020","1.5252","1.5218","1.5275","1.5170","0.26%"
"Jun 09, 2020","1.5213","1.5120","1.5267","1.5100","0.64%"
"Jun 08, 2020","1.5116","1.5157","1.5175","1.5089","-0.24%"
"Jun 05, 2020","1.5153","1.5306","1.5349","1.5144","-1.00%"
"Jun 04, 2020","1.5306","1.5160","1.5339","1.5109","0.96%"
"Jun 03, 2020","1.5160","1.5101","1.5204","1.5091","0.40%"
"Jun 02, 2020","1.5100","1.5114","1.5141","1.5051","-0.09%"
"Jun 01, 2020","1.5114","1.5281","1.5336","1.5091","-1.12%"
"May 29, 2020","1.5285","1.5244","1.5388","1.5240","0.25%"
"May 28, 2020","1.5246","1.5131","1.5275","1.5120","0.73%"
"May 27, 2020","1.5135","1.5134","1.5208","1.5051","0.02%"
"May 26, 2020","1.5131","1.5244","1.5249","1.5112","-0.74%"
"May 25, 2020","1.5244","1.5261","1.5267","1.5213","-0.10%"
"May 22, 2020","1.5260","1.5280","1.5326","1.5237","-0.13%"
"May 21, 2020","1.5281","1.5264","1.5321","1.5239","0.12%"
"May 20, 2020","1.5263","1.5228","1.5286","1.5204","0.22%"
"May 19, 2020","1.5230","1.5209","1.5280","1.5162","0.14%"
"May 18, 2020","1.5208","1.5251","1.5270","1.5181","-0.35%"
"May 15, 2020","1.5261","1.5180","1.5279","1.5151","0.53%"
"May 14, 2020","1.5180","1.5254","1.5265","1.5152","-0.48%"
"May 13, 2020","1.5253","1.5271","1.5282","1.5204","-0.13%"
"May 12, 2020","1.5273","1.5141","1.5276","1.5131","0.87%"
"May 11, 2020","1.5142","1.5094","1.5190","1.5066","0.29%"
"May 08, 2020","1.5098","1.5137","1.5165","1.5081","-0.26%"
"May 07, 2020","1.5137","1.5271","1.5309","1.5075","-0.87%"
"May 06, 2020","1.5270","1.5227","1.5302","1.5161","0.32%"
"May 05, 2020","1.5222","1.5363","1.5372","1.5189","-0.92%"
"May 04, 2020","1.5364","1.5467","1.5497","1.5338","-0.67%"
"May 01, 2020","1.5468","1.5278","1.5536","1.5257","1.24%"
"Apr 30, 2020","1.5279","1.5093","1.5285","1.5050","1.21%"
"Apr 29, 2020","1.5096","1.5142","1.5167","1.5086","-0.31%"
"Apr 28, 2020","1.5143","1.5199","1.5231","1.5132","-0.35%"
"Apr 27, 2020","1.5196","1.5266","1.5276","1.5181","-0.44%"
"Apr 24, 2020","1.5263","1.5168","1.5272","1.5110","0.63%"
"Apr 23, 2020","1.5167","1.5327","1.5352","1.5137","-1.04%"
"Apr 22, 2020","1.5328","1.5428","1.5446","1.5295","-0.66%"
"Apr 21, 2020","1.5430","1.5369","1.5459","1.5321","0.38%"
"Apr 20, 2020","1.5372","1.5231","1.5374","1.5218","0.97%"
"Apr 17, 2020","1.5224","1.5261","1.5302","1.5217","-0.24%"
"Apr 16, 2020","1.5260","1.5397","1.5405","1.5259","-0.89%"
"Apr 15, 2020","1.5397","1.5245","1.5416","1.5238","1.00%"
"Apr 14, 2020","1.5245","1.5175","1.5291","1.5141","0.45%"
"Apr 13, 2020","1.5177","1.5253","1.5310","1.5120","-0.55%"
"Apr 10, 2020","1.5260","1.5275","1.5311","1.5245","-0.09%"
"Apr 09, 2020","1.5273","1.5216","1.5339","1.5201","0.37%"
"Apr 08, 2020","1.5217","1.5242","1.5304","1.5201","-0.16%"
"Apr 07, 2020","1.5242","1.5229","1.5297","1.5196","0.08%"
"Apr 06, 2020","1.5230","1.5338","1.5425","1.5213","-0.79%"
"Apr 03, 2020","1.5352","1.5351","1.5378","1.5212","0.00%"
"Apr 02, 2020","1.5351","1.5558","1.5572","1.5313","-1.35%"
"Apr 01, 2020","1.5561","1.5511","1.5622","1.5441","0.32%"
"Mar 31, 2020","1.5511","1.5650","1.5716","1.5441","-0.91%"
"Mar 30, 2020","1.5654","1.5581","1.5666","1.5533","0.50%"
"Mar 27, 2020","1.5576","1.5460","1.5608","1.5440","0.74%"
"Mar 26, 2020","1.5461","1.5443","1.5590","1.5407","0.11%"
"Mar 25, 2020","1.5444","1.5603","1.5632","1.5412","-1.02%"
"Mar 24, 2020","1.5603","1.5550","1.5797","1.5540","0.36%"
"Mar 23, 2020","1.5546","1.5343","1.5690","1.5337","1.19%"
"Mar 20, 2020","1.5363","1.5517","1.5526","1.5214","-0.99%"
"Mar 19, 2020","1.5517","1.5832","1.5997","1.5418","-2.10%"
"Mar 18, 2020","1.5849","1.5690","1.5888","1.5620","1.50%"
"Mar 17, 2020","1.5616","1.5673","1.5694","1.5446","-0.38%"
"Mar 16, 2020","1.5676","1.5361","1.5677","1.5306","2.24%"
"Mar 13, 2020","1.5332","1.5577","1.5637","1.5310","-1.55%"
"Mar 12, 2020","1.5574","1.5526","1.5662","1.5289","0.31%"
"Mar 11, 2020","1.5526","1.5482","1.5610","1.5444","0.30%"
"Mar 10, 2020","1.5480","1.5684","1.5704","1.5434","-1.33%"
"Mar 09, 2020","1.5689","1.5202","1.5810","1.5193","3.55%"
"Mar 06, 2020","1.5151","1.5074","1.5249","1.5010","0.52%"
"Mar 05, 2020","1.5073","1.4906","1.5078","1.4896","1.11%"
"Mar 04, 2020","1.4908","1.4956","1.4976","1.4793","-0.32%"
"Mar 03, 2020","1.4956","1.4834","1.4979","1.4810","0.82%"
"Mar 02, 2020","1.4834","1.4784","1.4928","1.4728","0.41%"
"Feb 28, 2020","1.4774","1.4728","1.4872","1.4711","0.31%"
"Feb 27, 2020","1.4729","1.4506","1.4743","1.4499","1.54%"
"Feb 26, 2020","1.4506","1.4450","1.4521","1.4405","0.39%"
"Feb 25, 2020","1.4449","1.4431","1.4479","1.4378","0.14%"
"Feb 24, 2020","1.4429","1.4364","1.4440","1.4325","0.59%"
"Feb 21, 2020","1.4345","1.4301","1.4379","1.4289","0.32%"
"Feb 20, 2020","1.4299","1.4285","1.4341","1.4262","0.10%"
"Feb 19, 2020","1.4285","1.4313","1.4323","1.4261","-0.16%"
"Feb 18, 2020","1.4308","1.4344","1.4372","1.4298","-0.23%"
"Feb 17, 2020","1.4341","1.4356","1.4373","1.4324","-0.10%"
"Feb 14, 2020","1.4355","1.4383","1.4396","1.4345","-0.20%"
"Feb 13, 2020","1.4384","1.4404","1.4438","1.4349","-0.15%"
"Feb 12, 2020","1.4406","1.4501","1.4518","1.4394","-0.68%"
"Feb 11, 2020","1.4504","1.4529","1.4538","1.4487","-0.18%"
"Feb 10, 2020","1.4530","1.4568","1.4586","1.4523","-0.27%"
"Feb 07, 2020","1.4569","1.4590","1.4615","1.4548","-0.12%"
"Feb 06, 2020","1.4587","1.4605","1.4625","1.4570","-0.14%"
"Feb 05, 2020","1.4607","1.4663","1.4691","1.4602","-0.35%"
"Feb 04, 2020","1.4659","1.4692","1.4715","1.4633","-0.24%"
"Feb 03, 2020","1.4694","1.4687","1.4724","1.4608","0.07%"
"Jan 31, 2020","1.4684","1.4572","1.4690","1.4550","0.78%"
"Jan 30, 2020","1.4571","1.4532","1.4599","1.4522","0.27%"
"Jan 29, 2020","1.4532","1.4503","1.4545","1.4479","0.22%"
"Jan 28, 2020","1.4500","1.4538","1.4555","1.4487","-0.27%"
"Jan 27, 2020","1.4539","1.4492","1.4554","1.4486","0.34%"
"Jan 24, 2020","1.4490","1.4508","1.4524","1.4475","-0.12%"
"Jan 23, 2020","1.4507","1.4572","1.4619","1.4506","-0.45%"
"Jan 22, 2020","1.4572","1.4486","1.4587","1.4455","0.59%"
"Jan 21, 2020","1.4486","1.4478","1.4529","1.4469","0.06%"
"Jan 20, 2020","1.4477","1.4493","1.4506","1.4454","-0.07%"
"Jan 17, 2020","1.4487","1.4524","1.4542","1.4473","-0.26%"
"Jan 16, 2020","1.4525","1.4540","1.4569","1.4510","-0.12%"
"Jan 15, 2020","1.4543","1.4536","1.4584","1.4524","0.06%"
"Jan 14, 2020","1.4535","1.4540","1.4569","1.4514","-0.03%"
"Jan 13, 2020","1.4539","1.4524","1.4549","1.4493","0.16%"
"Jan 10, 2020","1.4516","1.4500","1.4531","1.4457","0.13%"
"Jan 09, 2020","1.4497","1.4481","1.4548","1.4472","0.10%"
"Jan 08, 2020","1.4482","1.4502","1.4523","1.4458","-0.16%"
"Jan 07, 2020","1.4505","1.4513","1.4530","1.4486","-0.10%"
"Jan 06, 2020","1.4519","1.4507","1.4542","1.4477","0.06%"
"Jan 03, 2020","1.4511","1.4503","1.4526","1.4446","0.04%"
"Jan 02, 2020","1.4505","1.4560","1.4572","1.4495","-0.38%"
"Jan 01, 2020","1.4561","1.4561","1.4587","1.4547","0.01%"
"Dec 31, 2019","1.4559","1.4631","1.4649","1.4543","-0.50%"
"Dec 30, 2019","1.4632","1.4620","1.4659","1.4603","0.11%"
"Dec 27, 2019","1.4616","1.4566","1.4628","1.4546","0.36%"
"Dec 26, 2019","1.4564","1.4599","1.4607","1.4544","-0.22%"
"Dec 25, 2019","1.4596","1.4599","1.4619","1.4571","-0.01%"
"Dec 24, 2019","1.4598","1.4576","1.4602","1.4567","0.16%"
"Dec 23, 2019","1.4575","1.4569","1.4617","1.4557","0.05%"
"Dec 20, 2019","1.4567","1.4598","1.4621","1.4552","-0.23%"
"Dec 19, 2019","1.4600","1.4572","1.4623","1.4570","0.17%"
"Dec 18, 2019","1.4575","1.4674","1.4685","1.4565","-0.67%"
"Dec 17, 2019","1.4673","1.4658","1.4715","1.4649","0.12%"
"Dec 16, 2019","1.4656","1.4653","1.4676","1.4613","0.08%"
"Dec 13, 2019","1.4644","1.4674","1.4751","1.4638","-0.20%"
"Dec 12, 2019","1.4674","1.4665","1.4706","1.4635","0.08%"
"Dec 11, 2019","1.4662","1.4671","1.4688","1.4620","-0.07%"
"Dec 10, 2019","1.4672","1.4645","1.4688","1.4634","0.17%"
"Dec 09, 2019","1.4647","1.4654","1.4690","1.4626","-0.10%"
"Dec 06, 2019","1.4661","1.4628","1.4692","1.4607","0.21%"
"Dec 05, 2019","1.4630","1.4624","1.4641","1.4593","0.04%"
"Dec 04, 2019","1.4624","1.4735","1.4746","1.4604","-0.76%"
"Dec 03, 2019","1.4736","1.4742","1.4762","1.4718","-0.04%"
"Dec 02, 2019","1.4742","1.4623","1.4750","1.4623","0.79%"
"Nov 29, 2019","1.4627","1.4619","1.4653","1.4599","0.05%"
"Nov 28, 2019","1.4619","1.4609","1.4651","1.4604","0.08%"
"Nov 27, 2019","1.4608","1.4624","1.4633","1.4582","-0.12%"
"Nov 26, 2019","1.4626","1.4648","1.4678","1.4622","-0.14%"
"Nov 25, 2019","1.4647","1.4664","1.4671","1.4636","-0.12%"
"Nov 22, 2019","1.4664","1.4692","1.4714","1.4642","-0.18%"
"Nov 21, 2019","1.4691","1.4728","1.4773","1.4675","-0.27%"
"Nov 20, 2019","1.4731","1.4697","1.4753","1.4680","0.21%"
"Nov 19, 2019","1.4700","1.4623","1.4710","1.4510","0.53%"
"Nov 18, 2019","1.4622","1.4602","1.4657","1.4601","0.05%"
"Nov 15, 2019","1.4614","1.4603","1.4640","1.4572","0.07%"
"Nov 14, 2019","1.4604","1.4588","1.4626","1.4571","0.12%"
"Nov 13, 2019","1.4586","1.4566","1.4622","1.4555","0.12%"
"Nov 12, 2019","1.4568","1.4601","1.4629","1.4547","-0.20%"
"Nov 11, 2019","1.4597","1.4574","1.4615","1.4559","0.13%"
"Nov 08, 2019","1.4578","1.4555","1.4601","1.4537","0.14%"
"Nov 07, 2019","1.4557","1.4590","1.4605","1.4539","-0.21%"
"Nov 06, 2019","1.4587","1.4569","1.4614","1.4545","0.12%"
"Nov 05, 2019","1.4569","1.4632","1.4647","1.4538","-0.44%"
"Nov 04, 2019","1.4634","1.4661","1.4696","1.4621","-0.24%"
"Nov 01, 2019","1.4669","1.4682","1.4711","1.4663","-0.05%"
"Oct 31, 2019","1.4677","1.4673","1.4725","1.4640","0.04%"
"Oct 30, 2019","1.4671","1.4542","1.4689","1.4525","0.89%"
"Oct 29, 2019","1.4542","1.4491","1.4559","1.4453","0.37%"
"Oct 28, 2019","1.4488","1.4474","1.4511","1.4463","0.15%"
"Oct 25, 2019","1.4467","1.4518","1.4534","1.4463","-0.33%"
"Oct 24, 2019","1.4515","1.4544","1.4594","1.4501","-0.21%"
"Oct 23, 2019","1.4546","1.4566","1.4582","1.4537","-0.14%"
"Oct 22, 2019","1.4566","1.4589","1.4609","1.4557","-0.16%"
"Oct 21, 2019","1.4590","1.4625","1.4671","1.4579","-0.50%"
"Oct 18, 2019","1.4663","1.4614","1.4669","1.4603","0.33%"
"Oct 17, 2019","1.4615","1.4620","1.4666","1.4593","-0.03%"
"Oct 16, 2019","1.4619","1.4565","1.4627","1.4550","0.38%"
"Oct 15, 2019","1.4563","1.4595","1.4614","1.4529","-0.21%"
"Oct 14, 2019","1.4594","1.4574","1.4602","1.4549","0.14%"
"Oct 11, 2019","1.4573","1.4629","1.4688","1.4547","-0.38%"
"Oct 10, 2019","1.4629","1.4628","1.4694","1.4613","0.01%"
"Oct 09, 2019","1.4627","1.4600","1.4646","1.4584","0.18%"
"Oct 08, 2019","1.4600","1.4601","1.4651","1.4575","-0.01%"
"Oct 07, 2019","1.4602","1.4614","1.4642","1.4590","-0.11%"
"Oct 04, 2019","1.4618","1.4621","1.4647","1.4574","-0.05%"
"Oct 03, 2019","1.4625","1.4607","1.4678","1.4571","0.16%"
"Oct 02, 2019","1.4601","1.4450","1.4608","1.4431","1.02%"
"Oct 01, 2019","1.4453","1.4434","1.4496","1.4414","0.14%"
"Sep 30, 2019","1.4433","1.4491","1.4498","1.4418","-0.39%"
"Sep 27, 2019","1.4489","1.4489","1.4526","1.4467","-0.02%"
"Sep 26, 2019","1.4492","1.4516","1.4536","1.4468","-0.19%"
"Sep 25, 2019","1.4519","1.4593","1.4599","1.4498","-0.51%"
"Sep 24, 2019","1.4593","1.4581","1.4608","1.4561","0.09%"
"Sep 23, 2019","1.4580","1.4610","1.4640","1.4562","-0.21%"
"Sep 20, 2019","1.4610","1.4642","1.4687","1.4585","-0.23%"
"Sep 19, 2019","1.4643","1.4658","1.4712","1.4621","-0.08%"
"Sep 18, 2019","1.4654","1.4663","1.4708","1.4634","-0.08%"
"Sep 17, 2019","1.4665","1.4564","1.4686","1.4559","0.69%"
"Sep 16, 2019","1.4564","1.4651","1.4695","1.4554","-1.01%"
"Sep 13, 2019","1.4713","1.4617","1.4721","1.4603","0.67%"
"Sep 12, 2019","1.4615","1.4527","1.4638","1.4431","0.62%"
"Sep 11, 2019","1.4525","1.4523","1.4539","1.4454","0.01%"
"Sep 10, 2019","1.4523","1.4546","1.4570","1.4495","-0.17%"
"Sep 09, 2019","1.4548","1.4531","1.4564","1.4501","0.14%"
"Sep 06, 2019","1.4527","1.4596","1.4607","1.4510","-0.49%"
"Sep 05, 2019","1.4598","1.4591","1.4641","1.4550","0.03%"
"Sep 04, 2019","1.4594","1.4633","1.4696","1.4580","-0.27%"
"Sep 03, 2019","1.4633","1.4618","1.4658","1.4580","0.11%"
"Sep 02, 2019","1.4617","1.4639","1.4662","1.4599","-0.10%"
"Aug 30, 2019","1.4631","1.4690","1.4706","1.4590","-0.40%"
"Aug 29, 2019","1.4690","1.4742","1.4766","1.4686","-0.35%"
"Aug 28, 2019","1.4741","1.4729","1.4769","1.4715","0.07%"
"Aug 27, 2019","1.4730","1.4713","1.4751","1.4681","0.10%"
"Aug 26, 2019","1.4716","1.4803","1.4864","1.4701","-0.59%"
"Aug 23, 2019","1.4804","1.4737","1.4852","1.4714","0.43%"
"Aug 22, 2019","1.4740","1.4732","1.4771","1.4705","0.05%"
"Aug 21, 2019","1.4733","1.4781","1.4799","1.4708","-0.33%"
"Aug 20, 2019","1.4782","1.4763","1.4799","1.4746","0.14%"
"Aug 19, 2019","1.4761","1.4723","1.4784","1.4705","0.29%"
"Aug 16, 2019","1.4719","1.4784","1.4804","1.4708","-0.43%"
"Aug 15, 2019","1.4783","1.4838","1.4874","1.4773","-0.36%"
"Aug 14, 2019","1.4836","1.4771","1.4889","1.4760","0.44%"
"Aug 13, 2019","1.4771","1.4846","1.4917","1.4740","-0.51%"
"Aug 12, 2019","1.4846","1.4820","1.4873","1.4772","0.24%"
"Aug 09, 2019","1.4810","1.4786","1.4869","1.4781","0.16%"
"Aug 08, 2019","1.4786","1.4895","1.4928","1.4783","-0.75%"
"Aug 07, 2019","1.4897","1.4872","1.4999","1.4855","0.16%"
"Aug 06, 2019","1.4873","1.4805","1.4889","1.4756","0.47%"
"Aug 05, 2019","1.4804","1.4673","1.4819","1.4659","0.91%"
"Aug 02, 2019","1.4670","1.4647","1.4717","1.4630","0.16%"
"Aug 01, 2019","1.4646","1.4608","1.4681","1.4576","0.25%"
"Jul 31, 2019","1.4610","1.4667","1.4681","1.4591","-0.39%"
"Jul 30, 2019","1.4667","1.4671","1.4707","1.4655","-0.01%"
"Jul 29, 2019","1.4669","1.4649","1.4678","1.4622","0.13%"
"Jul 26, 2019","1.4650","1.4670","1.4696","1.4644","-0.15%"
"Jul 25, 2019","1.4672","1.4640","1.4710","1.4572","0.20%"
"Jul 24, 2019","1.4642","1.4646","1.4659","1.4613","-0.04%"
"Jul 23, 2019","1.4648","1.4708","1.4720","1.4635","-0.41%"
"Jul 22, 2019","1.4708","1.4659","1.4720","1.4627","0.34%"
"Jul 19, 2019","1.4658","1.4691","1.4715","1.4639","-0.22%"
"Jul 18, 2019","1.4690","1.4647","1.4711","1.4627","0.29%"
"Jul 17, 2019","1.4647","1.4671","1.4681","1.4631","-0.18%"
"Jul 16, 2019","1.4673","1.4692","1.4707","1.4603","-0.12%"
"Jul 15, 2019","1.4690","1.4685","1.4703","1.4666","0.02%"
"Jul 12, 2019","1.4687","1.4716","1.4723","1.4651","-0.18%"
"Jul 11, 2019","1.4714","1.4719","1.4744","1.4691","-0.03%"
"Jul 10, 2019","1.4719","1.4714","1.4777","1.4694","0.04%"
"Jul 09, 2019","1.4713","1.4684","1.4734","1.4677","0.19%"
"Jul 08, 2019","1.4685","1.4669","1.4692","1.4633","0.01%"
"Jul 05, 2019","1.4684","1.4727","1.4752","1.4666","-0.31%"
"Jul 04, 2019","1.4729","1.4724","1.4767","1.4704","0.02%"
"Jul 03, 2019","1.4726","1.4790","1.4807","1.4721","-0.43%"
"Jul 02, 2019","1.4789","1.4824","1.4855","1.4786","-0.23%"
"Jul 01, 2019","1.4823","1.4879","1.4886","1.4812","-0.42%"
"Jun 28, 2019","1.4886","1.4889","1.4923","1.4860","-0.02%"
"Jun 27, 2019","1.4889","1.4922","1.4944","1.4882","-0.24%"
"Jun 26, 2019","1.4925","1.4966","1.4987","1.4904","-0.27%"
"Jun 25, 2019","1.4966","1.5026","1.5054","1.4961","-0.38%"
"Jun 24, 2019","1.5023","1.5020","1.5053","1.5000","-0.06%"
"Jun 21, 2019","1.5032","1.4897","1.5041","1.4877","0.93%"
"Jun 20, 2019","1.4894","1.4908","1.4936","1.4861","-0.09%"
"Jun 19, 2019","1.4908","1.4973","1.5001","1.4905","-0.43%"
"Jun 18, 2019","1.4973","1.5048","1.5088","1.4969","-0.48%"
"Jun 17, 2019","1.5045","1.5033","1.5079","1.5018","0.07%"
"Jun 14, 2019","1.5035","1.5034","1.5062","1.4983","0.05%"
"Jun 13, 2019","1.5028","1.5060","1.5070","1.5008","-0.24%"
"Jun 12, 2019","1.5064","1.5043","1.5087","1.5021","0.09%"
"Jun 11, 2019","1.5050","1.5013","1.5067","1.4983","0.26%"
"Jun 10, 2019","1.5011","1.5015","1.5033","1.4966","-0.17%"
"Jun 07, 2019","1.5036","1.5065","1.5084","1.5003","-0.21%"
"Jun 06, 2019","1.5067","1.5051","1.5152","1.5044","0.09%"
"Jun 05, 2019","1.5053","1.5068","1.5132","1.5051","-0.11%"
"Jun 04, 2019","1.5069","1.5103","1.5144","1.5064","-0.23%"
"Jun 03, 2019","1.5103","1.5091","1.5146","1.5073","-0.06%"
"May 31, 2019","1.5112","1.5031","1.5130","1.5017","0.57%"
"May 30, 2019","1.5026","1.5048","1.5065","1.4991","-0.16%"
"May 29, 2019","1.5050","1.5060","1.5092","1.5030","-0.05%"
"May 28, 2019","1.5058","1.5053","1.5084","1.5018","0.03%"
"May 27, 2019","1.5054","1.5043","1.5080","1.5032","-0.01%"
"May 24, 2019","1.5056","1.5069","1.5099","1.5036","-0.05%"
"May 23, 2019","1.5064","1.4974","1.5085","1.4974","0.57%"
"May 22, 2019","1.4979","1.4971","1.4994","1.4919","0.10%"
"May 21, 2019","1.4964","1.5001","1.5014","1.4943","-0.22%"
"May 20, 2019","1.4997","1.5022","1.5035","1.4972","-0.13%"
"May 17, 2019","1.5017","1.5040","1.5101","1.4994","-0.15%"
"May 16, 2019","1.5039","1.5052","1.5076","1.4993","-0.09%"
"May 15, 2019","1.5052","1.5091","1.5118","1.5042","-0.27%"
"May 14, 2019","1.5093","1.5129","1.5152","1.5080","-0.22%"
"May 13, 2019","1.5127","1.5084","1.5151","1.5068","0.38%"
"May 10, 2019","1.5069","1.5113","1.5143","1.5039","-0.32%"
"May 09, 2019","1.5117","1.5089","1.5187","1.5071","0.21%"
"May 08, 2019","1.5085","1.5077","1.5105","1.5056","0.05%"
"May 07, 2019","1.5078","1.5058","1.5092","1.5025","0.12%"
"May 06, 2019","1.5060","1.5047","1.5106","1.5021","0.18%"
"May 03, 2019","1.5033","1.5063","1.5066","1.4983","-0.20%"
"May 02, 2019","1.5063","1.5061","1.5088","1.5030","0.08%"
"May 01, 2019","1.5051","1.5013","1.5105","1.5003","0.27%"
"Apr 30, 2019","1.5011","1.5054","1.5114","1.5010","-0.29%"
"Apr 29, 2019","1.5054","1.5011","1.5062","1.4993","0.35%"
"Apr 26, 2019","1.5001","1.5011","1.5044","1.4978","-0.07%"
"Apr 25, 2019","1.5012","1.5054","1.5064","1.5002","-0.24%"
"Apr 24, 2019","1.5048","1.5073","1.5136","1.5019","-0.17%"
"Apr 23, 2019","1.5073","1.5029","1.5086","1.5011","0.31%"
"Apr 22, 2019","1.5026","1.5058","1.5068","1.5013","-0.25%"
"Apr 19, 2019","1.5064","1.5036","1.5072","1.5016","0.27%"
"Apr 18, 2019","1.5023","1.5070","1.5102","1.5018","-0.32%"
"Apr 17, 2019","1.5071","1.5065","1.5102","1.5004","0.06%"
"Apr 16, 2019","1.5062","1.5114","1.5157","1.5053","-0.34%"
"Apr 15, 2019","1.5114","1.5054","1.5147","1.5038","0.38%"
"Apr 12, 2019","1.5057","1.5066","1.5106","1.5049","-0.04%"
"Apr 11, 2019","1.5063","1.5016","1.5094","1.5007","0.29%"
"Apr 10, 2019","1.5019","1.5008","1.5053","1.4987","0.06%"
"Apr 09, 2019","1.5010","1.4989","1.5035","1.4965","0.11%"
"Apr 08, 2019","1.4994","1.5022","1.5059","1.4979","-0.11%"
"Apr 05, 2019","1.5011","1.4993","1.5065","1.4983","0.13%"
"Apr 04, 2019","1.4991","1.4997","1.5024","1.4966","-0.01%"
"Apr 03, 2019","1.4992","1.4941","1.5006","1.4916","0.32%"
"Apr 02, 2019","1.4944","1.4920","1.4980","1.4903","0.14%"
"Apr 01, 2019","1.4923","1.4968","1.5029","1.4903","-0.32%"
"Mar 29, 2019","1.4971","1.5080","1.5103","1.4968","-0.80%"
"Mar 28, 2019","1.5091","1.5084","1.5121","1.5046","0.09%"
"Mar 27, 2019","1.5078","1.5080","1.5141","1.5061","0.01%"
"Mar 26, 2019","1.5077","1.5164","1.5191","1.5071","-0.57%"
"Mar 25, 2019","1.5164","1.5206","1.5218","1.5147","-0.19%"
"Mar 22, 2019","1.5193","1.5195","1.5231","1.5100","-0.02%"
"Mar 21, 2019","1.5196","1.5186","1.5226","1.5157","0.07%"
"Mar 20, 2019","1.5186","1.5115","1.5207","1.5110","0.42%"
"Mar 19, 2019","1.5122","1.5119","1.5145","1.5037","0.04%"
"Mar 18, 2019","1.5116","1.5112","1.5150","1.5082","0.10%"
"Mar 15, 2019","1.5101","1.5075","1.5152","1.5040","0.18%"
"Mar 14, 2019","1.5074","1.5072","1.5095","1.5044","0.01%"
"Mar 13, 2019","1.5072","1.5072","1.5110","1.5047","-0.01%"
"Mar 12, 2019","1.5074","1.5065","1.5130","1.5057","0.04%"
"Mar 11, 2019","1.5068","1.5088","1.5117","1.5053","-0.07%"
"Mar 08, 2019","1.5079","1.5063","1.5111","1.5027","0.11%"
"Mar 07, 2019","1.5062","1.5198","1.5217","1.5035","-0.90%"
"Mar 06, 2019","1.5199","1.5093","1.5229","1.5086","0.70%"
"Mar 05, 2019","1.5093","1.5084","1.5132","1.5068","0.04%"
"Mar 04, 2019","1.5087","1.5119","1.5154","1.5057","-0.26%"
"Mar 01, 2019","1.5126","1.4978","1.5137","1.4914","1.02%"
"Feb 28, 2019","1.4973","1.4958","1.5053","1.4944","0.08%"
"Feb 27, 2019","1.4961","1.4998","1.5016","1.4933","-0.32%"
"Feb 26, 2019","1.5009","1.4993","1.5053","1.4969","0.17%"
"Feb 25, 2019","1.4983","1.4899","1.5000","1.4876","0.54%"
"Feb 22, 2019","1.4902","1.4999","1.5018","1.4878","-0.65%"
"Feb 21, 2019","1.5000","1.4938","1.5012","1.4916","0.42%"
"Feb 20, 2019","1.4938","1.4983","1.5012","1.4925","-0.27%"
"Feb 19, 2019","1.4979","1.4975","1.5042","1.4943","0.03%"
"Feb 18, 2019","1.4975","1.4947","1.5089","1.4941","0.12%"
"Feb 15, 2019","1.4957","1.5017","1.5037","1.4921","-0.43%"
"Feb 14, 2019","1.5022","1.4928","1.5067","1.4911","0.64%"
"Feb 13, 2019","1.4926","1.4991","1.5015","1.4916","-0.43%"
"Feb 12, 2019","1.4991","1.5009","1.5024","1.4951","-0.07%"
"Feb 11, 2019","1.5002","1.5059","1.5061","1.4971","-0.29%"
"Feb 08, 2019","1.5045","1.5099","1.5118","1.5011","-0.35%"
"Feb 07, 2019","1.5098","1.5014","1.5131","1.5000","0.56%"
"Feb 06, 2019","1.5014","1.4979","1.5044","1.4962","0.21%"
"Feb 05, 2019","1.4983","1.4999","1.5025","1.4954","-0.10%"
"Feb 04, 2019","1.4998","1.5038","1.5039","1.4971","-0.06%"
"Feb 01, 2019","1.5007","1.5027","1.5088","1.4977","-0.08%"
"Jan 31, 2019","1.5019","1.5093","1.5123","1.5014","-0.49%"
"Jan 30, 2019","1.5093","1.5166","1.5194","1.5050","-0.50%"
"Jan 29, 2019","1.5169","1.5155","1.5197","1.5126","0.12%"
"Jan 28, 2019","1.5151","1.5079","1.5190","1.5059","0.48%"
"Jan 25, 2019","1.5078","1.5092","1.5135","1.5065","-0.09%"
