"Date","Price","Open","High","Low","Change %"
"Apr 26, 2019","1.2919","1.2899","1.2946","1.2876","0.16%"
"Apr 25, 2019","1.2899","1.2900","1.2919","1.2865","-0.02%"
"Apr 24, 2019","1.2902","1.2938","1.2966","1.2889","-0.28%"
"Apr 23, 2019","1.2938","1.2981","1.3019","1.2927","-0.36%"
"Apr 22, 2019","1.2985","1.2996","1.3001","1.2975","-0.06%"
"Apr 19, 2019","1.2993","1.3001","1.3017","1.2985","-0.04%"
"Apr 18, 2019","1.2998","1.3042","1.3055","1.2979","-0.37%"
"Apr 17, 2019","1.3046","1.3050","1.3071","1.3030","-0.02%"
"Apr 16, 2019","1.3049","1.3102","1.3112","1.3041","-0.38%"
"Apr 15, 2019","1.3099","1.3077","1.3121","1.3066","0.12%"
"Apr 12, 2019","1.3083","1.3061","1.3135","1.3051","0.21%"
"Apr 11, 2019","1.3056","1.3092","1.3110","1.3051","-0.27%"
"Apr 10, 2019","1.3092","1.3057","1.3122","1.3043","0.23%"
"Apr 09, 2019","1.3062","1.3066","1.3123","1.3031","-0.02%"
"Apr 08, 2019","1.3064","1.3036","1.3076","1.3021","0.21%"
"Apr 05, 2019","1.3037","1.3078","1.3123","1.2987","-0.31%"
"Apr 04, 2019","1.3078","1.3160","1.3191","1.3059","-0.63%"
"Apr 03, 2019","1.3161","1.3128","1.3198","1.3121","0.24%"
"Apr 02, 2019","1.3129","1.3102","1.3151","1.3013","0.21%"
"Apr 01, 2019","1.3101","1.3038","1.3151","1.3009","0.52%"
"Mar 29, 2019","1.3033","1.3045","1.3136","1.2978","-0.08%"
"Mar 28, 2019","1.3044","1.3188","1.3216","1.3033","-1.12%"
"Mar 27, 2019","1.3192","1.3209","1.3272","1.3166","-0.13%"
"Mar 26, 2019","1.3209","1.3194","1.3263","1.3157","0.04%"
"Mar 25, 2019","1.3204","1.3208","1.3248","1.3160","-0.06%"
"Mar 22, 2019","1.3212","1.3109","1.3225","1.3081","0.79%"
"Mar 21, 2019","1.3109","1.3196","1.3230","1.3005","-0.67%"
"Mar 20, 2019","1.3197","1.3268","1.3281","1.3144","-0.54%"
"Mar 19, 2019","1.3269","1.3256","1.3312","1.3240","0.09%"
"Mar 18, 2019","1.3257","1.3288","1.3303","1.3183","-0.26%"
"Mar 15, 2019","1.3291","1.3240","1.3302","1.3202","0.38%"
"Mar 14, 2019","1.3241","1.3341","1.3341","1.3209","-0.73%"
"Mar 13, 2019","1.3339","1.3076","1.3385","1.3059","2.02%"
"Mar 12, 2019","1.3075","1.3149","1.3290","1.3005","-0.59%"
"Mar 11, 2019","1.3153","1.3018","1.3172","1.2949","1.04%"
"Mar 08, 2019","1.3017","1.3086","1.3111","1.2991","-0.52%"
"Mar 07, 2019","1.3085","1.3169","1.3186","1.3067","-0.65%"
"Mar 06, 2019","1.3170","1.3178","1.3182","1.3123","-0.06%"
"Mar 05, 2019","1.3178","1.3178","1.3200","1.3099","-0.08%"
"Mar 04, 2019","1.3189","1.3236","1.3276","1.3167","-0.11%"
"Mar 01, 2019","1.3204","1.3262","1.3288","1.3172","-0.44%"
"Feb 28, 2019","1.3263","1.3310","1.3326","1.3253","-0.35%"
"Feb 27, 2019","1.3310","1.3250","1.3351","1.3233","0.45%"
"Feb 26, 2019","1.3251","1.3088","1.3289","1.3088","1.18%"
"Feb 25, 2019","1.3097","1.3075","1.3115","1.3041","0.33%"
"Feb 22, 2019","1.3054","1.3045","1.3081","1.2968","0.02%"
"Feb 21, 2019","1.3052","1.3052","1.3096","1.3027","0.01%"
"Feb 20, 2019","1.3051","1.3061","1.3110","1.3011","-0.10%"
"Feb 19, 2019","1.3064","1.2922","1.3075","1.2895","1.08%"
"Feb 18, 2019","1.2924","1.2893","1.2941","1.2892","0.26%"
"Feb 15, 2019","1.2891","1.2808","1.2899","1.2784","0.61%"
"Feb 14, 2019","1.2813","1.2846","1.2879","1.2772","-0.26%"
"Feb 13, 2019","1.2846","1.2893","1.2959","1.2845","-0.36%"
"Feb 12, 2019","1.2892","1.2859","1.2911","1.2832","0.32%"
"Feb 11, 2019","1.2851","1.2950","1.2957","1.2845","-0.75%"
"Feb 08, 2019","1.2948","1.2953","1.2976","1.2920","-0.05%"
"Feb 07, 2019","1.2955","1.2934","1.2997","1.2854","0.16%"
"Feb 06, 2019","1.2934","1.2949","1.2981","1.2925","-0.08%"
"Feb 05, 2019","1.2944","1.3039","1.3056","1.2924","-0.71%"
"Feb 04, 2019","1.3037","1.3085","1.3105","1.3029","-0.37%"
"Feb 01, 2019","1.3086","1.3108","1.3116","1.3043","-0.12%"
"Jan 31, 2019","1.3102","1.3116","1.3162","1.3098","-0.11%"
"Jan 30, 2019","1.3116","1.3064","1.3146","1.3052","0.36%"
"Jan 29, 2019","1.3069","1.3169","1.3200","1.3057","-0.72%"
"Jan 28, 2019","1.3164","1.3195","1.3214","1.3137","-0.30%"
"Jan 25, 2019","1.3203","1.3065","1.3218","1.3055","1.05%"
"Jan 24, 2019","1.3066","1.3068","1.3096","1.3011","-0.03%"
"Jan 23, 2019","1.3070","1.2958","1.3082","1.2942","0.86%"
"Jan 22, 2019","1.2958","1.2890","1.2976","1.2854","0.50%"
"Jan 21, 2019","1.2893","1.2885","1.2913","1.2831","0.14%"
"Jan 18, 2019","1.2875","1.2986","1.2995","1.2856","-0.86%"
"Jan 17, 2019","1.2987","1.2886","1.3002","1.2833","0.81%"
"Jan 16, 2019","1.2883","1.2860","1.2898","1.2825","0.18%"
"Jan 15, 2019","1.2860","1.2862","1.2917","1.2671","-0.04%"
"Jan 14, 2019","1.2865","1.2849","1.2931","1.2817","0.17%"
"Jan 11, 2019","1.2843","1.2757","1.2867","1.2710","0.74%"
"Jan 10, 2019","1.2749","1.2789","1.2803","1.2728","-0.32%"
"Jan 09, 2019","1.2790","1.2718","1.2806","1.2712","0.56%"
"Jan 08, 2019","1.2719","1.2780","1.2798","1.2707","-0.48%"
"Jan 07, 2019","1.2780","1.2730","1.2789","1.2717","0.41%"
"Jan 04, 2019","1.2728","1.2629","1.2746","1.2616","0.75%"
"Jan 03, 2019","1.2633","1.2606","1.2651","1.2438","0.18%"
"Jan 02, 2019","1.2610","1.2743","1.2776","1.2582","-1.11%"
"Jan 01, 2019","1.2752","1.2760","1.2764","1.2725","-0.05%"
"Dec 31, 2018","1.2759","1.2683","1.2816","1.2680","0.41%"
"Dec 28, 2018","1.2707","1.2644","1.2712","1.2635","0.50%"
"Dec 27, 2018","1.2644","1.2632","1.2676","1.2616","0.08%"
"Dec 26, 2018","1.2634","1.2675","1.2721","1.2631","-0.42%"
"Dec 25, 2018","1.2687","1.2726","1.2730","1.2666","-0.29%"
"Dec 24, 2018","1.2724","1.2652","1.2744","1.2630","0.74%"
"Dec 21, 2018","1.2631","1.2658","1.2698","1.2617","-0.21%"
"Dec 20, 2018","1.2657","1.2611","1.2709","1.2609","0.37%"
"Dec 19, 2018","1.2610","1.2641","1.2681","1.2608","-0.29%"
"Dec 18, 2018","1.2647","1.2625","1.2708","1.2611","0.16%"
"Dec 17, 2018","1.2627","1.2591","1.2648","1.2569","0.34%"
"Dec 14, 2018","1.2584","1.2655","1.2675","1.2528","-0.58%"
"Dec 13, 2018","1.2657","1.2635","1.2688","1.2611","0.21%"
"Dec 12, 2018","1.2631","1.2489","1.2673","1.2477","1.16%"
"Dec 11, 2018","1.2486","1.2563","1.2640","1.2480","-0.60%"
"Dec 10, 2018","1.2561","1.2729","1.2760","1.2507","-1.32%"
"Dec 07, 2018","1.2729","1.2785","1.2812","1.2711","-0.44%"
"Dec 06, 2018","1.2785","1.2733","1.2812","1.2700","0.41%"
"Dec 05, 2018","1.2733","1.2725","1.2799","1.2671","0.10%"
"Dec 04, 2018","1.2720","1.2725","1.2841","1.2659","-0.03%"
"Dec 03, 2018","1.2724","1.2769","1.2826","1.2699","-0.22%"
"Nov 30, 2018","1.2752","1.2792","1.2811","1.2734","-0.33%"
"Nov 29, 2018","1.2794","1.2825","1.2853","1.2755","-0.24%"
"Nov 28, 2018","1.2825","1.2746","1.2848","1.2731","0.59%"
"Nov 27, 2018","1.2750","1.2835","1.2836","1.2726","-0.65%"
"Nov 26, 2018","1.2834","1.2853","1.2865","1.2795","0.16%"
"Nov 23, 2018","1.2814","1.2879","1.2884","1.2799","-0.50%"
"Nov 22, 2018","1.2878","1.2776","1.2928","1.2769","0.79%"
"Nov 21, 2018","1.2777","1.2789","1.2821","1.2764","-0.09%"
"Nov 20, 2018","1.2788","1.2851","1.2884","1.2776","-0.49%"
"Nov 19, 2018","1.2851","1.2829","1.2885","1.2795","0.09%"
"Nov 16, 2018","1.2839","1.2772","1.2879","1.2758","0.49%"
"Nov 15, 2018","1.2776","1.2991","1.3031","1.2724","-1.69%"
"Nov 14, 2018","1.2996","1.2979","1.3074","1.2886","0.17%"
"Nov 13, 2018","1.2974","1.2849","1.3050","1.2840","0.97%"
"Nov 12, 2018","1.2849","1.2960","1.2967","1.2827","-0.98%"
"Nov 09, 2018","1.2976","1.3062","1.3081","1.2958","-0.65%"
"Nov 08, 2018","1.3061","1.3126","1.3150","1.3043","-0.50%"
"Nov 07, 2018","1.3126","1.3102","1.3176","1.3073","0.21%"
"Nov 06, 2018","1.3098","1.3040","1.3109","1.3020","0.43%"
"Nov 05, 2018","1.3042","1.3025","1.3064","1.2965","0.53%"
"Nov 02, 2018","1.2973","1.3012","1.3042","1.2951","-0.29%"
"Nov 01, 2018","1.3011","1.2769","1.3036","1.2759","1.92%"
"Oct 31, 2018","1.2766","1.2705","1.2831","1.2697","0.46%"
"Oct 30, 2018","1.2707","1.2793","1.2814","1.2696","-0.67%"
"Oct 29, 2018","1.2793","1.2829","1.2854","1.2792","-0.31%"
"Oct 26, 2018","1.2833","1.2817","1.2844","1.2777","0.12%"
"Oct 25, 2018","1.2817","1.2883","1.2921","1.2798","-0.50%"
"Oct 24, 2018","1.2881","1.2982","1.2993","1.2866","-0.79%"
"Oct 23, 2018","1.2983","1.2964","1.3045","1.2936","0.16%"
"Oct 22, 2018","1.2962","1.3069","1.3092","1.2954","-0.84%"
"Oct 19, 2018","1.3072","1.3017","1.3104","1.3011","0.41%"
"Oct 18, 2018","1.3018","1.3113","1.3132","1.3015","-0.74%"
"Oct 17, 2018","1.3115","1.3183","1.3194","1.3100","-0.55%"
"Oct 16, 2018","1.3187","1.3153","1.3237","1.3141","0.26%"
"Oct 15, 2018","1.3153","1.3140","1.3183","1.3079","-0.02%"
"Oct 12, 2018","1.3155","1.3225","1.3259","1.3149","-0.61%"
"Oct 11, 2018","1.3236","1.3196","1.3249","1.3182","0.30%"
"Oct 10, 2018","1.3196","1.3143","1.3217","1.3134","0.40%"
"Oct 09, 2018","1.3144","1.3091","1.3152","1.3032","0.41%"
"Oct 08, 2018","1.3090","1.3108","1.3136","1.3028","-0.25%"
"Oct 05, 2018","1.3123","1.3019","1.3126","1.3002","0.79%"
"Oct 04, 2018","1.3020","1.2941","1.3042","1.2921","0.62%"
"Oct 03, 2018","1.2940","1.2979","1.3024","1.2924","-0.30%"
"Oct 02, 2018","1.2979","1.3044","1.3057","1.2940","-0.49%"
"Oct 01, 2018","1.3043","1.3031","1.3112","1.3011","0.09%"
"Sep 28, 2018","1.3031","1.3081","1.3093","1.3000","-0.39%"
"Sep 27, 2018","1.3082","1.3168","1.3188","1.3075","-0.67%"
"Sep 26, 2018","1.3170","1.3185","1.3219","1.3138","-0.10%"
"Sep 25, 2018","1.3183","1.3121","1.3195","1.3094","0.47%"
"Sep 24, 2018","1.3121","1.3069","1.3169","1.3055","0.34%"
"Sep 21, 2018","1.3077","1.3268","1.3278","1.3054","-1.43%"
"Sep 20, 2018","1.3267","1.3144","1.3299","1.3135","0.94%"
"Sep 19, 2018","1.3144","1.3150","1.3216","1.3095","-0.04%"
"Sep 18, 2018","1.3149","1.3158","1.3174","1.3118","-0.07%"
"Sep 17, 2018","1.3158","1.3069","1.3168","1.3069","0.69%"
"Sep 14, 2018","1.3068","1.3107","1.3143","1.3055","-0.30%"
"Sep 13, 2018","1.3107","1.3047","1.3123","1.3026","0.45%"
"Sep 12, 2018","1.3048","1.3033","1.3081","1.2980","0.10%"
"Sep 11, 2018","1.3035","1.3027","1.3089","1.2970","0.06%"
"Sep 10, 2018","1.3027","1.2935","1.3053","1.2896","0.80%"
"Sep 07, 2018","1.2924","1.2933","1.3031","1.2910","-0.06%"
"Sep 06, 2018","1.2932","1.2905","1.2963","1.2895","0.22%"
"Sep 05, 2018","1.2904","1.2854","1.2984","1.2785","0.37%"
"Sep 04, 2018","1.2856","1.2867","1.2884","1.2811","-0.12%"
"Sep 03, 2018","1.2872","1.2971","1.2971","1.2854","-0.70%"
"Aug 31, 2018","1.2963","1.3014","1.3031","1.2947","-0.36%"
"Aug 30, 2018","1.3010","1.3027","1.3045","1.2985","-0.13%"
"Aug 29, 2018","1.3027","1.2876","1.3034","1.2846","1.16%"
"Aug 28, 2018","1.2877","1.2893","1.2933","1.2861","-0.12%"
"Aug 27, 2018","1.2893","1.2840","1.2903","1.2829","0.37%"
"Aug 24, 2018","1.2845","1.2815","1.2883","1.2799","0.26%"
"Aug 23, 2018","1.2812","1.2912","1.2920","1.2804","-0.77%"
"Aug 22, 2018","1.2911","1.2905","1.2938","1.2868","0.08%"
"Aug 21, 2018","1.2901","1.2796","1.2928","1.2793","0.80%"
"Aug 20, 2018","1.2798","1.2740","1.2801","1.2730","0.36%"
"Aug 17, 2018","1.2752","1.2716","1.2755","1.2698","0.26%"
"Aug 16, 2018","1.2719","1.2696","1.2756","1.2687","0.17%"
"Aug 15, 2018","1.2698","1.2727","1.2742","1.2662","-0.21%"
"Aug 14, 2018","1.2725","1.2771","1.2827","1.2704","-0.34%"
"Aug 13, 2018","1.2768","1.2768","1.2793","1.2729","-0.01%"
"Aug 10, 2018","1.2769","1.2824","1.2838","1.2723","-0.43%"
"Aug 09, 2018","1.2824","1.2881","1.2913","1.2820","-0.44%"
"Aug 08, 2018","1.2881","1.2938","1.2963","1.2853","-0.45%"
"Aug 07, 2018","1.2939","1.2943","1.2975","1.2925","-0.03%"
"Aug 06, 2018","1.2943","1.3012","1.3019","1.2919","-0.50%"
"Aug 03, 2018","1.3008","1.3019","1.3045","1.2975","-0.08%"
"Aug 02, 2018","1.3018","1.3124","1.3131","1.3014","-0.82%"
"Aug 01, 2018","1.3126","1.3127","1.3146","1.3095","-0.01%"
"Jul 31, 2018","1.3127","1.3134","1.3175","1.3091","-0.05%"
"Jul 30, 2018","1.3133","1.3095","1.3154","1.3093","0.22%"
"Jul 27, 2018","1.3104","1.3109","1.3133","1.3081","-0.04%"
"Jul 26, 2018","1.3109","1.3191","1.3215","1.3105","-0.61%"
"Jul 25, 2018","1.3189","1.3144","1.3202","1.3132","0.33%"
"Jul 24, 2018","1.3145","1.3101","1.3161","1.3071","0.33%"
"Jul 23, 2018","1.3102","1.3122","1.3159","1.3081","-0.24%"
"Jul 20, 2018","1.3134","1.3014","1.3141","1.2994","0.92%"
"Jul 19, 2018","1.3014","1.3069","1.3085","1.2957","-0.42%"
"Jul 18, 2018","1.3069","1.3114","1.3124","1.3009","-0.35%"
"Jul 17, 2018","1.3115","1.3236","1.3271","1.3072","-0.91%"
"Jul 16, 2018","1.3236","1.3230","1.3295","1.3216","0.01%"
"Jul 13, 2018","1.3235","1.3207","1.3241","1.3103","0.22%"
"Jul 12, 2018","1.3206","1.3205","1.3246","1.3180","0.01%"
"Jul 11, 2018","1.3205","1.3278","1.3288","1.3199","-0.53%"
"Jul 10, 2018","1.3276","1.3260","1.3302","1.3224","0.13%"
"Jul 09, 2018","1.3259","1.3304","1.3364","1.3190","-0.20%"
"Jul 06, 2018","1.3285","1.3228","1.3293","1.3203","0.44%"
"Jul 05, 2018","1.3227","1.3230","1.3276","1.3203","-0.05%"
"Jul 04, 2018","1.3233","1.3196","1.3252","1.3171","0.30%"
"Jul 03, 2018","1.3193","1.3143","1.3208","1.3115","0.38%"
"Jul 02, 2018","1.3143","1.3182","1.3211","1.3094","-0.50%"
"Jun 29, 2018","1.3209","1.3077","1.3215","1.3068","1.00%"
"Jun 28, 2018","1.3078","1.3114","1.3123","1.3050","-0.27%"
"Jun 27, 2018","1.3113","1.3229","1.3245","1.3107","-0.87%"
"Jun 26, 2018","1.3228","1.3284","1.3294","1.3192","-0.37%"
"Jun 25, 2018","1.3277","1.3276","1.3292","1.3222","0.05%"
"Jun 22, 2018","1.3270","1.3252","1.3316","1.3236","0.14%"
"Jun 21, 2018","1.3252","1.3176","1.3271","1.3101","0.60%"
"Jun 20, 2018","1.3173","1.3174","1.3217","1.3148","-0.05%"
"Jun 19, 2018","1.3180","1.3244","1.3275","1.3150","-0.48%"
"Jun 18, 2018","1.3244","1.3262","1.3287","1.3225","-0.31%"
"Jun 15, 2018","1.3285","1.3262","1.3299","1.3212","0.17%"
"Jun 14, 2018","1.3262","1.3375","1.3447","1.3256","-0.85%"
"Jun 13, 2018","1.3376","1.3373","1.3392","1.3308","0.03%"
"Jun 12, 2018","1.3372","1.3382","1.3426","1.3342","-0.02%"
"Jun 11, 2018","1.3375","1.3404","1.3443","1.3345","-0.28%"
"Jun 08, 2018","1.3412","1.3421","1.3439","1.3354","-0.07%"
"Jun 07, 2018","1.3422","1.3413","1.3474","1.3374","0.07%"
"Jun 06, 2018","1.3413","1.3396","1.3445","1.3383","0.12%"
"Jun 05, 2018","1.3397","1.3314","1.3412","1.3302","0.63%"
"Jun 04, 2018","1.3313","1.3337","1.3400","1.3294","-0.26%"
"Jun 01, 2018","1.3348","1.3299","1.3363","1.3252","0.36%"
"May 31, 2018","1.3300","1.3290","1.3350","1.3277","0.06%"
"May 30, 2018","1.3292","1.3251","1.3310","1.3242","0.29%"
"May 29, 2018","1.3254","1.3312","1.3328","1.3205","-0.45%"
"May 28, 2018","1.3314","1.3308","1.3342","1.3296","0.04%"
"May 25, 2018","1.3309","1.3380","1.3393","1.3294","-0.54%"
"May 24, 2018","1.3381","1.3346","1.3423","1.3339","0.24%"
"May 23, 2018","1.3349","1.3437","1.3444","1.3305","-0.65%"
"May 22, 2018","1.3436","1.3431","1.3493","1.3412","0.04%"
"May 21, 2018","1.3431","1.3473","1.3485","1.3392","-0.32%"
"May 18, 2018","1.3474","1.3518","1.3531","1.3455","-0.32%"
"May 17, 2018","1.3517","1.3489","1.3571","1.3473","0.22%"
"May 16, 2018","1.3488","1.3506","1.3523","1.3456","-0.13%"
"May 15, 2018","1.3506","1.3558","1.3575","1.3452","-0.37%"
"May 14, 2018","1.3556","1.3547","1.3610","1.3538","0.10%"
"May 11, 2018","1.3543","1.3520","1.3598","1.3502","0.19%"
"May 10, 2018","1.3517","1.3544","1.3618","1.3458","-0.21%"
"May 09, 2018","1.3546","1.3546","1.3608","1.3498","0.00%"
"May 08, 2018","1.3546","1.3557","1.3593","1.3484","-0.08%"
"May 07, 2018","1.3557","1.3536","1.3577","1.3515","0.18%"
"May 04, 2018","1.3533","1.3577","1.3588","1.3487","-0.32%"
"May 03, 2018","1.3576","1.3580","1.3631","1.3537","-0.01%"
"May 02, 2018","1.3578","1.3614","1.3668","1.3554","-0.26%"
"May 01, 2018","1.3614","1.3762","1.3776","1.3589","-1.15%"
"Apr 30, 2018","1.3772","1.3787","1.3795","1.3714","-0.06%"
"Apr 27, 2018","1.3780","1.3920","1.3937","1.3747","-0.98%"
"Apr 26, 2018","1.3916","1.3933","1.3999","1.3895","-0.11%"
"Apr 25, 2018","1.3931","1.3979","1.3998","1.3923","-0.33%"
"Apr 24, 2018","1.3977","1.3940","1.3989","1.3918","0.26%"
"Apr 23, 2018","1.3941","1.4020","1.4033","1.3926","-0.45%"
"Apr 20, 2018","1.4004","1.4086","1.4092","1.3994","-0.62%"
"Apr 19, 2018","1.4091","1.4202","1.4246","1.4068","-0.79%"
"Apr 18, 2018","1.4203","1.4288","1.4316","1.4173","-0.59%"
"Apr 17, 2018","1.4288","1.4336","1.4378","1.4282","-0.35%"
"Apr 16, 2018","1.4338","1.4254","1.4347","1.4227","0.68%"
"Apr 13, 2018","1.4241","1.4226","1.4298","1.4220","0.10%"
"Apr 12, 2018","1.4227","1.4178","1.4248","1.4145","0.34%"
"Apr 11, 2018","1.4179","1.4177","1.4224","1.4161","0.03%"
"Apr 10, 2018","1.4175","1.4131","1.4191","1.4121","0.31%"
"Apr 09, 2018","1.4131","1.4098","1.4166","1.4077","0.28%"
"Apr 06, 2018","1.4092","1.4003","1.4106","1.3982","0.64%"
"Apr 05, 2018","1.4003","1.4079","1.4100","1.3965","-0.56%"
"Apr 04, 2018","1.4082","1.4059","1.4098","1.4014","0.16%"
"Apr 03, 2018","1.4059","1.4045","1.4091","1.4021","0.10%"
"Apr 02, 2018","1.4045","1.4026","1.4080","1.4020","0.19%"
"Mar 30, 2018","1.4018","1.4018","1.4062","1.4009","0.01%"
"Mar 29, 2018","1.4017","1.4077","1.4098","1.4010","-0.43%"
"Mar 28, 2018","1.4078","1.4154","1.4202","1.4069","-0.56%"
"Mar 27, 2018","1.4157","1.4231","1.4246","1.4067","-0.50%"
"Mar 26, 2018","1.4228","1.4142","1.4246","1.4132","0.67%"
"Mar 23, 2018","1.4134","1.4096","1.4172","1.4084","0.27%"
"Mar 22, 2018","1.4096","1.4141","1.4218","1.4076","-0.33%"
"Mar 21, 2018","1.4142","1.3998","1.4152","1.3997","1.03%"
"Mar 20, 2018","1.3998","1.4024","1.4067","1.3981","-0.19%"
"Mar 19, 2018","1.4024","1.3931","1.4088","1.3911","0.60%"
"Mar 16, 2018","1.3941","1.3936","1.3981","1.3886","0.02%"
"Mar 15, 2018","1.3938","1.3962","1.3989","1.3921","-0.16%"
"Mar 14, 2018","1.3961","1.3961","1.3998","1.3926","-0.01%"
"Mar 13, 2018","1.3962","1.3906","1.3997","1.3876","0.41%"
"Mar 12, 2018","1.3905","1.3852","1.3918","1.3839","0.40%"
"Mar 09, 2018","1.3849","1.3811","1.3890","1.3788","0.27%"
"Mar 08, 2018","1.3812","1.3900","1.3911","1.3782","-0.64%"
"Mar 07, 2018","1.3901","1.3887","1.3915","1.3846","0.10%"
"Mar 06, 2018","1.3887","1.3850","1.3932","1.3817","0.27%"
"Mar 05, 2018","1.3849","1.3797","1.3877","1.3766","0.32%"
"Mar 02, 2018","1.3805","1.3777","1.3819","1.3757","0.21%"
"Mar 01, 2018","1.3776","1.3762","1.3786","1.3712","0.12%"
"Feb 28, 2018","1.3760","1.3907","1.3916","1.3756","-1.07%"
"Feb 27, 2018","1.3909","1.3967","1.3999","1.3858","-0.42%"
"Feb 26, 2018","1.3967","1.3974","1.4071","1.3928","0.00%"
"Feb 23, 2018","1.3967","1.3962","1.4007","1.3905","0.08%"
"Feb 22, 2018","1.3956","1.3919","1.3988","1.3857","0.27%"
"Feb 21, 2018","1.3918","1.3996","1.4009","1.3905","-0.56%"
"Feb 20, 2018","1.3996","1.4005","1.4026","1.3931","-0.06%"
"Feb 19, 2018","1.4005","1.4034","1.4051","1.3958","-0.26%"
"Feb 16, 2018","1.4042","1.4100","1.4146","1.3998","-0.40%"
"Feb 15, 2018","1.4099","1.4002","1.4105","1.3990","0.72%"
"Feb 14, 2018","1.3998","1.3894","1.4018","1.3799","0.76%"
"Feb 13, 2018","1.3892","1.3837","1.3925","1.3832","0.39%"
"Feb 12, 2018","1.3838","1.3827","1.3878","1.3797","0.00%"
"Feb 09, 2018","1.3838","1.3914","1.3989","1.3765","-0.55%"
"Feb 08, 2018","1.3914","1.3879","1.4067","1.3846","0.23%"
"Feb 07, 2018","1.3882","1.3949","1.3994","1.3848","-0.47%"
"Feb 06, 2018","1.3948","1.3960","1.4001","1.3836","-0.08%"
"Feb 05, 2018","1.3959","1.4130","1.4151","1.3955","-1.16%"
"Feb 02, 2018","1.4123","1.4264","1.4280","1.4102","-1.00%"
"Feb 01, 2018","1.4265","1.4191","1.4278","1.4158","0.51%"
"Jan 31, 2018","1.4192","1.4148","1.4234","1.4121","0.33%"
"Jan 30, 2018","1.4146","1.4074","1.4166","1.3979","0.50%"
"Jan 29, 2018","1.4075","1.4163","1.4163","1.4026","-0.67%"
"Jan 26, 2018","1.4170","1.4147","1.4287","1.4109","0.17%"
"Jan 25, 2018","1.4146","1.4244","1.4345","1.4083","-0.68%"
"Jan 24, 2018","1.4243","1.3999","1.4263","1.3997","1.73%"
"Jan 23, 2018","1.4001","1.3989","1.4028","1.3916","0.10%"
"Jan 22, 2018","1.3987","1.3881","1.3993","1.3858","0.97%"
"Jan 19, 2018","1.3852","1.3897","1.3947","1.3840","-0.30%"
"Jan 18, 2018","1.3893","1.3831","1.3914","1.3805","0.48%"
"Jan 17, 2018","1.3827","1.3791","1.3944","1.3757","0.25%"
"Jan 16, 2018","1.3793","1.3791","1.3806","1.3740","0.01%"
"Jan 15, 2018","1.3792","1.3731","1.3822","1.3723","0.46%"
"Jan 12, 2018","1.3729","1.3538","1.3743","1.3535","1.41%"
"Jan 11, 2018","1.3538","1.3506","1.3556","1.3457","0.23%"
"Jan 10, 2018","1.3507","1.3541","1.3564","1.3482","-0.24%"
"Jan 09, 2018","1.3540","1.3570","1.3583","1.3506","-0.21%"
